sku,store,attribute_set,type,category,root_category,product_websites,brewing,color,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,description,ebizmarts_mark_visited,enable_googlecheckout,food_pairing,gallery,gift_message_available,has_options,image,image_label,ingredients,is_imported,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,nice_flowery_sentence,options_container,origins,page_layout,price,required_options,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tasting_notes,tax_class_id,tea_liquor,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,links_related_sku,links_related_position,links_crosssell_sku,links_crosssell_position,links_upsell_sku,links_upsell_position,associated_sku,associated_default_qty,associated_position,tier_price_website,tier_price_customer_group,tier_price_qty,tier_price_price,group_price_website,group_price_customer_group,group_price_price,media_attribute_id,media_image,media_lable,media_position,media_is_disabled
GOUR0063,,Default,grouped,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:15:00,,,,,,No,1,"Cakes, cookies, honey",,,0,,,Egyptian lavender florets.,,,,,,,,,,,Lavender Herb Tea,,,"A prized commodity in ancient Rome, lavender was used for sacred ceremonies. Today it is popular for its sweet fragrance and its relaxing properties. ",Block after Info Column,Egypt,,,0,,,,,,,1,Refreshingly sweet floral fragrance.,,Light copper,,,08/01/2015 04:05:00,lavender,lavender-2288.html,4,,0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,ART0001,0,ART0001,0,GOUR0063-02,0,2,,,,,,,,88,,,1,0
GOUR0064-01,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:15:00,,,,,,,1,"Chicken, seafood, pandan",,,0,,,Shaven spirals of lemongrass.,,,,,,,,,Use config,Use config,Lemongrass (10 gr),,,"Native to South Asia, it is a common ingredient in South Asian cuisine. Also known to be a traditional remedy for coughs and indigestion. Serve as an iced tea for an afternoon treat.",Block after Info Column,Thailand,,5,0,,,,,,,1,"Strong citrus, herbaceous aroma.",2,Yellow with a tinge of green,,,25/07/2013 10:25:00,lemongrass,lemongrass.html,1,20,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,ART0001,,ART0001,,,,,,,,,,,,88,,,1,0
GOUR0064-02,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:15:00,,,,,,,1,"Chicken, seafood, pandan",,,0,,,Shaven spirals of lemongrass.,,,,,,,,,Use config,Use config,Lemongrass (100 gr),,,"Native to South Asia, it is a common ingredient in South Asian cuisine. Also known to be a traditional remedy for coughs and indigestion. Serve as an iced tea for an afternoon treat.",Block after Info Column,Thailand,,16,0,,,,,,,1,"Strong citrus, herbaceous aroma.",2,Yellow with a tinge of green,,,28/01/2014 04:34:00,lemongrass,lemongrass-2284.html,1,110,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,ART0001,,ART0001,,,,,,,,,,,,88,,,1,0
GOUR0064-03,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:15:00,,,,,,,1,"Chicken, seafood, pandan",,,0,,,Shaven spirals of lemongrass.,,,,,,,,,Use config,Use config,Lemongrass (50 gr),,,"Native to South Asia, it is a common ingredient in South Asian cuisine. Also known to be a traditional remedy for coughs and indigestion. Serve as an iced tea for an afternoon treat.",Block after Info Column,Thailand,,8,0,,,,,,,1,"Strong citrus, herbaceous aroma.",2,Yellow with a tinge of green,,,28/01/2014 02:32:00,lemongrass,lemongrass-2285.html,1,50,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,0,1,0,0,,,ART0001,,ART0001,,,,,,,,,,,,88,,,1,0
GOUR0064,,Default,grouped,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:15:00,,,,,,No,1,"Chicken, seafood, pandan",,,0,,,Shaven spirals of lemongrass.,,,,,,,,,,,Lemongrass Herb Tea,,,"Native to South Asia, it is a common ingredient in South Asian cuisine. Also known to be a traditional remedy for coughs and indigestion. Serve as an iced tea for an afternoon treat.",Block after Info Column,Thailand,,,0,,,,,,,1,"Strong citrus, herbaceous aroma.",,Yellow with a tinge of green,,,08/01/2015 04:08:00,lemongrass,lemongrass-2286.html,4,,0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,ART0001,0,ART0001,0,GOUR0064-02,0,2,,,,,,,,88,,,1,0
GOUR0065-01,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:15:00,,,,,,,1,"Seafood, alfredo pasta, couscous salad",,,0,,,Flakes of dried lemon myrtle leaves.,,,,,,,,,Use config,Use config,Lemon Myrtle (10 gr),,,Lemon myrtle is used in lieu of lemon to give desserts their lemony flavour. Possesses anti-microbial properties.,Block after Info Column,Australia,,5,0,,,,,,,1,"Clean, sweet aroma of lemons.",2,Yellow with a tinge of green,,,25/07/2013 10:25:00,lemon-myrtle,lemon-myrtle.html,1,20,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,ART0001,,ART0001,,,,,,,,,,,,88,,,1,0
GOUR0065-02,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:15:00,,,,,,,1,"Seafood, alfredo pasta, couscous salad",,,0,,,Flakes of dried lemon myrtle leaves.,,,,,,,,,Use config,Use config,Lemon Myrtle (100 gr),,,Lemon myrtle is used in lieu of lemon to give desserts their lemony flavour. Possesses anti-microbial properties.,Block after Info Column,Australia,,25,0,,,,,,,1,"Clean, sweet aroma of lemons.",2,Yellow with a tinge of green,,,28/01/2014 04:34:00,lemon-myrtle,lemon-myrtle-2227.html,1,110,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,ART0001,,ART0001,,,,,,,,,,,,88,,,1,0
GOUR0065-03,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:15:00,,,,,,,1,"Seafood, alfredo pasta, couscous salad",,,0,,,Flakes of dried lemon myrtle leaves.,,,,,,,,,Use config,Use config,Lemon Myrtle (50 gr),,,Lemon myrtle is used in lieu of lemon to give desserts their lemony flavour. Possesses anti-microbial properties.,Block after Info Column,Australia,,12.5,0,,,,,,,1,"Clean, sweet aroma of lemons.",2,Yellow with a tinge of green,,,28/01/2014 02:32:00,lemon-myrtle,lemon-myrtle-2228.html,1,50,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,ART0001,,ART0001,,,,,,,,,,,,88,,,1,0
GOUR0065,,Default,grouped,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:15:00,,,,,,,1,"Seafood, alfredo pasta, couscous salad",,,0,,,Flakes of dried lemon myrtle leaves.,,,,,,,,,,,Lemon Myrtle,,,Lemon myrtle is used in lieu of lemon to give desserts their lemony flavour. Possesses anti-microbial properties.,Block after Info Column,Australia,,,0,,,,,,,2,"Clean, sweet aroma of lemons.",,Yellow with a tinge of green,,,28/01/2014 03:36:00,lemon-myrtle,lemon-myrtle-2229.html,4,,0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,ART0001,0,ART0001,0,GOUR0065-01,0,1,,,,,,,,88,,,1,0
GOUR0066-01,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:15:00,,,,,,,1,"Creamy desserts, jellies",,,0,,,Dried yellow osmanthus blossoms.,,,,,,,,,Use config,Use config,Osmanthus (10 gr),,,Widely used to flavour Chinese teas and desserts. Osmanthus is also believed to improve complexion.,Block after Info Column,China,,5,0,,,,,,,1,"Sweet, juicy peach aroma.",2,Light gold,,,25/07/2013 10:25:00,osmanthus,osmanthus.html,1,20,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,ART0004,,ART0004,,,,,,,,,,,,88,,,1,0
GOUR0066-02,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:15:00,,,,,,,1,"Creamy desserts, jellies",,,0,,,Dried yellow osmanthus blossoms.,,,,,,,,,Use config,Use config,Osmanthus (100 gr),,,Widely used to flavour Chinese teas and desserts. Osmanthus is also believed to improve complexion.,Block after Info Column,China,,25,0,,,,,,,1,"Sweet, juicy peach aroma.",2,Light gold,,,25/07/2013 10:25:00,osmanthus,osmanthus-2304.html,1,110,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,ART0004,,ART0004,,,,,,,,,,,,88,,,1,0
GOUR0066-03,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:15:00,,,,,,,1,"Creamy desserts, jellies",,,0,,,Dried yellow osmanthus blossoms.,,,,,,,,,Use config,Use config,Osmanthus (50 gr),,,Widely used to flavour Chinese teas and desserts. Osmanthus is also believed to improve complexion.,Block after Info Column,China,,12.5,0,,,,,,,1,"Sweet, juicy peach aroma.",2,Light gold,,,28/01/2014 02:32:00,osmanthus,osmanthus-2305.html,1,50,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,ART0004,,ART0004,,,,,,,,,,,,88,,,1,0
GOUR0066,,Default,grouped,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:15:00,,,,,,No,1,"Creamy desserts, jellies",,,0,,,Dried yellow osmanthus blossoms.,,,,,,,,,,,Osmanthus Herb Tea,,,Widely used to flavour Chinese teas and desserts. Osmanthus is also believed to improve complexion.,Block after Info Column,China,,,0,,,,,,,1,"Sweet, juicy peach aroma.",,Light gold,,,08/01/2015 04:10:00,osmanthus,osmanthus-2306.html,4,,0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,ART0004,0,ART0004,0,GOUR0066-02,0,2,,,,,,,,88,,,1,0
GOUR0067-01,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:16:00,,,,,,,1,Stewed or roasted lamb and beef,,,0,,,Dried peppermint leaves.,,,,,,,,,Use config,Use config,Peppermint Leaves (10 gr),,,Peppermint leaves were often used to crown luminaries in ancient Greece and Rome. Has powerful microbial properties which aid digestion.,Block after Info Column,North America,,5,0,,,,,,,1,"Fresh, pure aroma with strong menthol notes.",2,Yellow with a tinge of green,,,25/07/2013 10:25:00,peppermint-leaves,peppermint-leaves.html,1,20,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,ART0005,,ART0005,,,,,,,,,,,,88,,,1,0
GOUR0067-02,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:16:00,,,,,,,1,Stewed or roasted lamb and beef,,,0,,,Dried peppermint leaves.,,,,,,,,,Use config,Use config,Peppermint Leaves (100 gr),,,Peppermint leaves were often used to crown luminaries in ancient Greece and Rome. Has powerful microbial properties which aid digestion.,Block after Info Column,North America,,18,0,,,,,,,1,"Fresh, pure aroma with strong menthol notes.",2,Yellow with a tinge of green,,,28/01/2014 04:42:00,peppermint-leaves,peppermint-leaves-2285.html,1,110,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,ART0005,,ART0005,,,,,,,,,,,,88,,,1,0
GOUR0067-03,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:16:00,,,,,,,1,Stewed or roasted lamb and beef,,,0,,,Dried peppermint leaves.,,,,,,,,,Use config,Use config,Peppermint Leaves (50 gr),,,Peppermint leaves were often used to crown luminaries in ancient Greece and Rome. Has powerful microbial properties which aid digestion.,Block after Info Column,North America,,9,0,,,,,,,1,"Fresh, pure aroma with strong menthol notes.",2,Yellow with a tinge of green,,,28/01/2014 02:32:00,peppermint-leaves,peppermint-leaves-2286.html,1,50,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,ART0005,,ART0005,,,,,,,,,,,,88,,,1,0
GOUR0067,,Default,grouped,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:16:00,,,,,,No,1,Stewed or roasted lamb and beef,,,0,,,Dried peppermint leaves.,,,,,,,,,,,Peppermint Leaves Herb Tea,,,Peppermint leaves were often used to crown luminaries in ancient Greece and Rome. Has powerful microbial properties which aid digestion.,Block after Info Column,North America,,,0,,,,,,,1,"Fresh, pure aroma with strong menthol notes.",,Yellow with a tinge of green,,,08/01/2015 04:12:00,peppermint-leaves,peppermint-leaves-2287.html,4,,0,0,1,0,0,1,1,1,10000,1,1,1,1,0,0,0,1,0,1,0,0,,,ART0005,0,ART0005,0,GOUR0067-02,0,2,,,,,,,,88,,,1,0
GOUR0068-01,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:16:00,,,,,,No,1,"Pistachios, lychees, raspberries, balsamic vinegar, tomatoes, brie",,,0,,,Buds of Moroccan roses.,,,,,,,,,Use config,Use config,Pink Rose Buds (10 gr),,,"Poets and artists have paid homage to this sweet-smelling flower. When used in food or beverages, it imparts a mellow, floral quality to the aroma.",Block after Info Column,Morocco,,5,0,,,,,,,2,Unmistakable floral top notes reminiscent of a freshly cut flower.,2,Light copper,,,08/01/2015 04:14:00,pink-rose-buds,pink-rose-buds.html,1,20,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,ART0002,,ART0002,,,,,,,,,,,,88,,,1,0
GOUR0068-02,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:16:00,,,,,,,1,"Pistachios, lychees, raspberries, balsamic vinegar, tomatoes, brie",,,0,,,Buds of Moroccan roses.,,,,,,,,,Use config,Use config,Pink Rose Buds (100 gr),,,"Poets and artists have paid homage to this sweet-smelling flower. When used in food or beverages, it imparts a mellow, floral quality to the aroma.",Block after Info Column,Morocco,,25,0,,,,,,,1,Unmistakable floral top notes reminiscent of a freshly cut flower.,2,Light copper,,,25/07/2013 10:25:00,pink-rose-buds,pink-rose-buds-2309.html,1,110,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,ART0002,,ART0002,,,,,,,,,,,,88,,,1,0
GOUR0068-03,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:16:00,,,,,,,1,"Pistachios, lychees, raspberries, balsamic vinegar, tomatoes, brie",,,0,,,Buds of Moroccan roses.,,,,,,,,,Use config,Use config,Pink Rose Buds (50 gr),,,"Poets and artists have paid homage to this sweet-smelling flower. When used in food or beverages, it imparts a mellow, floral quality to the aroma.",Block after Info Column,Morocco,,12.5,0,,,,,,,1,Unmistakable floral top notes reminiscent of a freshly cut flower.,2,Light copper,,,28/01/2014 02:32:00,pink-rose-buds,pink-rose-buds-2310.html,1,50,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,0,1,0,0,,,ART0002,,ART0002,,,,,,,,,,,,88,,,1,0
GOUR0068,,Default,grouped,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:16:00,,,,,,No,1,"Pistachios, lychees, raspberries, balsamic vinegar, tomatoes, brie",,,0,,,Buds of Moroccan roses.,,,,,,,,,,,Pink Rose Buds Herb Tea,,,"Poets and artists have paid homage to this sweet-smelling flower. When used in food or beverages, it imparts a mellow, floral quality to the aroma.",Block after Info Column,Morocco,,,0,,,,,,,1,Unmistakable floral top notes reminiscent of a freshly cut flower.,,Light copper,,,08/01/2015 04:13:00,pink-rose-buds,pink-rose-buds-2311.html,4,,0,0,1,0,0,1,1,1,10000,1,1,1,1,0,0,0,1,0,1,0,0,,,ART0003,0,ART0003,0,GOUR0068-02,0,2,,,,,,,,88,,,1,0
GOUR0069-01,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:16:00,,,,,,No,1,"Apple pie, sticky date pudding, cheese cake. ",,,0,,,Dried yellow chamomile flowers.,,,,,,,,,Use config,Use config,Roman Chamomile (10 gr),,,"Cultivated in the Nile Delta, where the world's best chamomile can be found. A remedy to ease a busy mind. ",Block after Info Column,Egypt,,5,0,,,,,,,2,"Smooth mouthfeel akin to honey, herbaceous notes.",2,Light gold,,,08/01/2015 04:16:00,roman-chamomile,roman-chamomile.html,1,20,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,ART0011,,ART0011,,,,,,,,,,,,88,,,1,0
GOUR0069-02,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:16:00,,,,,,,1,"Apple pie, sticky date pudding, cheese cake. ",,,0,,,Dried yellow chamomile flowers.,,,,,,,,,Use config,Use config,Roman Chamomile (100 gr),,,"Cultivated in the Nile Delta, where the world's best chamomile can be found. A remedy to ease a busy mind. ",Block after Info Column,Egypt,,16,0,,,,,,,1,"Smooth mouthfeel akin to honey, herbaceous notes.",2,Light gold,,,25/07/2013 10:25:00,roman-chamomile,roman-chamomile-2317.html,1,110,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,0,1,0,0,,,ART0011,,ART0011,,,,,,,,,,,,88,,,1,0
GOUR0069-03,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:16:00,,,,,,,1,"Apple pie, sticky date pudding, cheese cake. ",,,0,,,Dried yellow chamomile flowers.,,,,,,,,,Use config,Use config,Roman Chamomile (50 gr),,,"Cultivated in the Nile Delta, where the world's best chamomile can be found. A remedy to ease a busy mind. ",Block after Info Column,Egypt,,8,0,,,,,,,1,"Smooth mouthfeel akin to honey, herbaceous notes.",2,Light gold,,,28/01/2014 02:32:00,roman-chamomile,roman-chamomile-2318.html,1,50,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,0,1,0,0,,,ART0011,,ART0011,,,,,,,,,,,,88,,,1,0
GOUR0069,,Default,grouped,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:16:00,,,,,,No,1,"Apple pie, sticky date pudding, cheese cake. ",,,0,,,Dried yellow chamomile flowers.,,,,,,,,,,,Roman Chamomile Herb Tea,,,"Cultivated in the Nile Delta, where the world's best chamomile can be found. A remedy to ease a busy mind. ",Block after Info Column,Egypt,,,0,,,,,,,1,"Smooth mouthfeel akin to honey, herbaceous notes.",,Light gold,,,08/01/2015 04:15:00,roman-chamomile,roman-chamomile-2319.html,4,,0,0,1,0,0,1,1,1,10000,1,1,1,1,1,0,0,1,0,1,0,0,,,ART0011,,ART0011,,GOUR0069-02,0,2,,,,,,,,88,,,1,0
GOUR0070-01,,Default,simple,Online Store/Tea/Collections,Default Root,base,Whisk powder with water at 70-80�C until mixture is frothy,,,,22/09/2012 12:16:00,,,,,,No,1,"Red bean, Japanese cuisine, Afternoon tea",,,0,,,Green tea ground into a fine powder.,,,,,,,,,Use config,Use config,Matcha Powder (10 gr),,,Grown in the shade to accentuate the flavours of the tea. Serve with milk to create a latte.,Block after Info Column,Japan,,5,0,,,,,,,2,Vegetal and umami with a tinge of bitterness.,2,Green,,,16/01/2015 08:23:00,matcha-powder,matcha-powder.html,1,20,98,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GC0006,,GC0006,,,,,,,,,,,,88,,,1,0
GOUR0070-02,,Default,simple,Online Store/Tea/Collections,Default Root,base,Whisk powder with water at 70-80�C until mixture is frothy,,,,22/09/2012 12:16:00,,,,,,No,1,"Red bean, Japanese cuisine, Afternoon tea",,,0,,,Green tea ground into a fine powder.,,,,,,,,,Use config,Use config,Matcha Powder (100 gr),,,Grown in the shade to accentuate the flavours of the tea. Serve with milk to create a latte.,Block after Info Column,Japan,,25,0,,,,,,,1,Vegetal and umami with a tinge of bitterness.,2,Green,,,27/02/2015 06:00:00,matcha-powder,matcha-powder-2280.html,1,110,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GC0006,,GC0006,,,,,,,,,,,,88,,,1,0
GOUR0070-03,,Default,simple,Online Store/Tea/Collections,Default Root,base,Whisk powder with water at 70-80�C until mixture is frothy,,,,22/09/2012 12:16:00,,,,,,No,1,"Red bean, Japanese cuisine, Afternoon tea",,,0,,,Green tea ground into a fine powder.,,,,,,,,,Use config,Use config,Matcha Powder (50 gr),,,Grown in the shade to accentuate the flavours of the tea. Serve with milk to create a latte.,Block after Info Column,Japan,,12.5,0,,,,,,,1,Vegetal and umami with a tinge of bitterness.,2,Green,,,16/01/2015 08:24:00,matcha-powder,matcha-powder-2276.html,1,50,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GC0006,,GC0006,,,,,,,,,,,,88,,,1,0
GOUR0070,,Default,grouped,Online Store/Tea/Collections,Default Root,base,Whisk powder with water at 70-80�C until mixture is frothy,,,,22/09/2012 12:16:00,,,,,test description,No,1,"Red bean, Japanese cuisine, Afternoon tea",,0,0,,,Green tea ground into a fine powder.,,,,"A fine powdered green tea traditionally used in Japanese tea drinking ceremonies, its smooth and velvety texture is perfect on its own or paired with milk to create that creamy latte brew",,Matcha Green Tea | Japanese Powder Tea,,,,,Matcha Powder,,,"<p>Grown in the shade for that extra boost in chlorophyll levels, Matcha is the only tea where the entire leave is consumed. A fine powdered green tea traditionally used in Japanese tea drinking ceremonies, its smooth and velvety texture is perfect on its own or paired with milk to create that creamy latte brew
<p><strong>Health benefits include:</strong>
High in antioxidants, dietary fibre and chlorophyll",Block after Info Column,Japan,,,0,,,,,,,1,Vegetal and umami with a tinge of bitterness.,,,,,28/02/2015 02:40:00,matcha-powder,matcha-powder-2304.html,4,,0,0,1,0,0,1,1,1,10000,1,1,1,1,0,0,0,1,0,1,0,0,,,GC0006,0,GC0006,0,GOUR0070-02,0,2,,,,,,,,88,,,1,1
GOUR0071-01,,Default,simple,Online Store/Tea/Collections,Default Root,base,4g for 200ml of boiling water. Steep for 8 -10 mins.,,,,22/09/2012 12:16:00,,,,,,No,1,"Apple pie, sticky date pudding, cheese cake. ",,,0,,,Blend of blackberries and other mixed berries.,,,,,,,,,Use config,Use config,Forest Berry (Iced Tea) (10 gr),,,Bursting with flavours of luscious berries and rich in vitamin C.,Block after Info Column,Mixed origins,,5,0,,,,,,,2,Fruity notes of wild berries.,2,Deep red,,,08/01/2015 01:32:00,forest-berry-iced-tea,forest-berry-iced-tea.html,1,20,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GOUR0051,,GOUR0051,,,,,,,,,,,,88,,,1,0
GOUR0071-02,,Default,simple,Online Store/Tea/Collections,Default Root,base,4g for 200ml of boiling water. Steep for 8 -10 mins.,,,,22/09/2012 12:16:00,,,,,,No,1,"Apple pie, sticky date pudding, cheese cake. ",,,0,,,Blend of blackberries and other mixed berries.,,,,,,,,,Use config,Use config,Forest Berry Iced Tea (100 gr),,,Bursting with flavours of luscious berries and rich in vitamin C.,Block after Info Column,Mixed origins,,16,0,,,,09/01/2015 00:00:00,,,1,Fruity notes of wild berries.,2,Deep red,,,24/02/2015 08:52:00,forest-berry-iced-tea,forest-berry-iced-tea-2373.html,1,110,96,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GOUR0051,,GOUR0051,,,,,,,,,,,,88,,,1,0
GOUR0071-03,,Default,simple,Online Store/Tea/Collections,Default Root,base,4g for 200ml of boiling water. Steep for 8 -10 mins.,,,,22/09/2012 12:16:00,,,,,,No,1,"Apple pie, sticky date pudding, cheese cake. ",,,0,,,Blend of blackberries and other mixed berries.,,,,,,,,,Use config,Use config,Forest Berry Iced Tea (50 gr),,,Bursting with flavours of luscious berries and rich in vitamin C.,Block after Info Column,Mixed origins,,8,0,,,,09/01/2015 00:00:00,,,1,Fruity notes of wild berries.,2,Deep red,,,24/02/2015 08:52:00,forest-berry-iced-tea,forest-berry-iced-tea-2374.html,1,50,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GOUR0051,,GOUR0051,,,,,,,,,,,,88,,,1,0
GOUR0071,,Default,grouped,Online Store/Tea/Collections,Default Root,base,4g for 200ml of boiling water. Steep for 8 -10 mins.,,,,22/09/2012 12:16:00,,,,,,No,1,"Apple pie, sticky date pudding, cheese cake. ",,,0,,,Blend of blackberries and other mixed berries.,,,,,,,,,,,Forest Berry (Iced Tea),,,Bursting with flavours of luscious berries and rich in vitamin C.,Block after Info Column,Mixed origins,,,0,,,,,,,1,Fruity notes of wild berries.,,Deep red,,,24/02/2015 08:52:00,forest-berry-iced-tea,forest-berry-iced-tea-2375.html,4,,0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GOUR0051,0,GOUR0051,0,GOUR0071-02,0,2,,,,,,,,88,,,1,0
GOUR0072-01,,Default,simple,Online Store/Tea/Collections,Default Root,base,4g for 200ml of boiling water. Steep for 8 -10 mins.,,,,22/09/2012 12:16:00,,,,,,No,1,"Apple pie, sticky date pudding, cheese cake. ",,,0,,,Black tea blend with dried peaches.,,,,,,,,,Use config,Use config,Summer Peach (Iced Tea) (10 gr),,,"Tingle your tastebuds with ice-cool, perfectly ripe peaches.  ",Block after Info Column,Mixed origins,,5,0,,,,,,,2,Deep aroma of ripened peaches coupled with a rich fruity flavour.,2,Orange,,,08/01/2015 01:40:00,summer-peach-iced-tea,summer-peach-iced-tea.html,1,20,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GOUR0041,,GOUR0041,,,,,,,,,,,,88,,,1,0
