sku,store,attribute_set,type,category,root_category,product_websites,brewing,color,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,description,ebizmarts_mark_visited,enable_googlecheckout,food_pairing,gallery,gift_message_available,has_options,image,image_label,ingredients,is_imported,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,nice_flowery_sentence,options_container,origins,page_layout,price,required_options,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tasting_notes,tax_class_id,tea_liquor,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
GOUR0046-02,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:13:00,,,,,test description,,1,"Nuts, apple pastries, cucumber sandwiches",,,0,,,Herbal tisane of chamomile and peppermint.  Naturally caffeine free.,,,,,,,,,Use config,Use config,Calming Spirits (100 gr),,,A calming herbal blend that aids relaxation and promotes mental concentration.,Block after Info Column,Mixed origins,,18,0,test description,,,,,,Enabled,"Aroma of chamomile drifting upon herbaceous notes, with a refreshing minty finish. ",Taxable Goods,Yellow with a tinge of green,,,28/01/2014 04:28:00,calming-spirits,calming-spirits-2233.html,Not Visible Individually,110,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,0,1,0,0,,,GOUR0044,,GOUR0044,,,,,,,,,,,,88,,,1,0
GOUR0046-03,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:13:00,,,,,test description,,1,"Nuts, apple pastries, cucumber sandwiches",,,0,,,Herbal tisane of chamomile and peppermint.  Naturally caffeine free.,,,,,,,,,Use config,Use config,Calming Spirits (50 gr),,,A calming herbal blend that aids relaxation and promotes mental concentration.,Block after Info Column,Mixed origins,,9,0,test description,,,,,,Enabled,"Aroma of chamomile drifting upon herbaceous notes, with a refreshing minty finish. ",Taxable Goods,Yellow with a tinge of green,,,28/01/2014 02:31:00,calming-spirits,calming-spirits-2234.html,Not Visible Individually,50,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,0,1,0,0,,,GOUR0044,,GOUR0044,,,,,,,,,,,,88,,,1,0
GOUR0046,,Default,grouped,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:13:00,,,,,test description,No,1,"Nuts, apple pastries, cucumber sandwiches",,,0,,,Herbal tisane of chamomile and peppermint.  Naturally caffeine free.,,,,,,,,,,,Calming Spirits Herbal Tisane Tea,,,A calming herbal blend that aids relaxation and promotes mental concentration.,Block after Info Column,Mixed origins,,,0,test description,,,,,,Enabled,"Aroma of chamomile drifting upon herbaceous notes, with a refreshing minty finish. ",None,Yellow with a tinge of green,,,08/01/2015 04:33:00,calming-spirits,calming-spirits-2235.html,"Catalog, Search",,0,0,1,0,0,1,1,1,10000,1,1,1,1,0,0,0,1,0,1,0,0,,,GOUR0050,0,GOUR0050,0,GOUR0046-02,0,2,,,,,,,,88,,,1,0
GOUR0047-01,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:13:00,,,,,test description,No,1,"Couscous salad, roast lamb, feta cheese",,,0,,,Blend of bamboo leaves with strawberries and oranges.,,,,,,,,,Use config,Use config,Lucky Bamboo (10 gr),,,An unexpected discovery of a fruit basket amidst a lush bamboo forest.,Block after Info Column,Mixed origins,,5,0,test description,,,,,,Disabled,"Fruity top notes of strawberries coupled with the citrusy aroma of oranges, giving it a slight tartness. A hint of menthol in the finishing. ",Taxable Goods,Yellow with a tinge of green,,,08/01/2015 03:13:00,lucky-bamboo,lucky-bamboo.html,Not Visible Individually,20,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,ART0002,,ART0002,,,,,,,,,,,,88,,,1,0
GOUR0047-02,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:13:00,,,,,test description,,1,"Couscous salad, roast lamb, feta cheese",,,0,,,Blend of bamboo leaves with strawberries and oranges.,,,,,,,,,Use config,Use config,Lucky Bamboo (100 gr),,,An unexpected discovery of a fruit basket amidst a lush bamboo forest.,Block after Info Column,Mixed origins,,22,0,test description,,,13/01/2014 00:00:00,17.2,19/01/2014 00:00:00,Enabled,"Fruity top notes of strawberries coupled with the citrusy aroma of oranges, giving it a slight tartness. A hint of menthol in the finishing. ",Taxable Goods,Yellow with a tinge of green,,,28/01/2014 04:35:00,lucky-bamboo,lucky-bamboo-2256.html,Not Visible Individually,110,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,ART0002,,ART0002,,,,,,,,,,,,88,,,1,0
GOUR0047-03,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:13:00,,,,,test description,,1,"Couscous salad, roast lamb, feta cheese",,,0,,,Blend of bamboo leaves with strawberries and oranges.,,,,,,,,,Use config,Use config,Lucky Bamboo (50 gr),,,An unexpected discovery of a fruit basket amidst a lush bamboo forest.,Block after Info Column,Mixed origins,,11,0,test description,,,,,,Enabled,"Fruity top notes of strawberries coupled with the citrusy aroma of oranges, giving it a slight tartness. A hint of menthol in the finishing. ",Taxable Goods,Yellow with a tinge of green,,,28/01/2014 02:31:00,lucky-bamboo,lucky-bamboo-2257.html,Not Visible Individually,50,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,ART0002,,ART0002,,,,,,,,,,,,88,,,1,0
GOUR0047,,Default,grouped,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:13:00,,,,,test description,No,1,"Couscous salad, roast lamb, feta cheese",,,0,,,Blend of bamboo leaves with strawberries and oranges.,,,,,,,,,,,Lucky Bamboo Green Tea,,,An unexpected discovery of a fruit basket amidst a lush bamboo forest.,Block after Info Column,Mixed origins,,,0,test description,,,,,,Enabled,"Fruity top notes of strawberries coupled with the citrusy aroma of oranges, giving it a slight tartness. A hint of menthol in the finishing. ",None,Yellow with a tinge of green,,,08/01/2015 03:13:00,lucky-bamboo,lucky-bamboo-2265.html,"Catalog, Search",,0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,ART0002,0,ART0002,0,GOUR0047-02,0,2,,,,,,,,88,,,1,0
GOUR0048-01,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:13:00,,,,,test description,No,1,"Dosa, marsala, lamb stew, paella",,,0,,,"Herbal tisane of apples, cardamon, safflower, lemongrass and mint.",,,,,,,,,Use config,Use config,Pastisan (10 gr),,,A kaleidoscope of colours and flavours created to enthrall your senses. A soothing brew perfect for any time of the day.,Block after Info Column,Germany,,5,0,test description,,,,,,Disabled,Strong notes of licorice and mint with a lingering sweetness on the palate.,Taxable Goods,Light gold,,,08/01/2015 04:30:00,pastisan,pastisan.html,Not Visible Individually,20,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,ART0012,,ART0012,,,,,,,,,,,,88,,,1,0
GOUR0048-02,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:13:00,,,,,test description,,1,"Dosa, marsala, lamb stew, paella",,,0,,,"Herbal tisane of apples, cardamon, safflower, lemongrass and mint.",,,,,,,,,Use config,Use config,Pastisan (100 gr),,,A kaleidoscope of colours and flavours created to enthrall your senses. A soothing brew perfect for any time of the day.,Block after Info Column,Germany,,18,0,test description,,,,,,Enabled,Strong notes of licorice and mint with a lingering sweetness on the palate.,Taxable Goods,Light gold,,,28/01/2014 04:40:00,pastisan,pastisan-2232.html,Not Visible Individually,110,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,ART0012,,ART0012,,,,,,,,,,,,88,,,1,0
GOUR0048-03,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:13:00,,,,,test description,,1,"Dosa, marsala, lamb stew, paella",,,0,,,"Herbal tisane of apples, cardamon, safflower, lemongrass and mint.",,,,,,,,,Use config,Use config,Pastisan (50 gr),,,A kaleidoscope of colours and flavours created to enthrall your senses. A soothing brew perfect for any time of the day.,Block after Info Column,Germany,,9,0,test description,,,,,,Enabled,Strong notes of licorice and mint with a lingering sweetness on the palate.,Taxable Goods,Light gold,,,28/01/2014 02:31:00,pastisan,pastisan-2233.html,Not Visible Individually,50,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,0,1,0,0,,,ART0012,,ART0012,,,,,,,,,,,,88,,,1,0
GOUR0048,,Default,grouped,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:13:00,,,,,test description,No,1,"Dosa, marsala, lamb stew, paella",,,0,,,"Herbal tisane of apples, cardamon, safflower, lemongrass and mint.",,,,,,,,,,,Pastisan Herbal Tisane Tea,,,A kaleidoscope of colours and flavours created to enthrall your senses. A soothing brew perfect for any time of the day.,Block after Info Column,Germany,,,0,test description,,,,,,Enabled,Strong notes of licorice and mint with a lingering sweetness on the palate.,None,Light gold,,,08/01/2015 04:30:00,pastisan,pastisan-2234.html,"Catalog, Search",,0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GOUR0046,0,GOUR0046,0,GOUR0048-02,0,2,,,,,,,,88,,,1,0
GOUR0049-01,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:13:00,,,,,test description,,1,"Butter cookies, cream cakes, pistachio desserts, turkish delight",,,0,,,Herbal Tisane of Moroccan pink rose and Egyptian Marigold blossoms.,,,,,,,,,Use config,Use config,Pink Rose & Marigold (10 gr),,,A marriage of the scents we love most - fresh flowers and creamy butter.,Block after Info Column,Mixed origins,,5,0,test description,,,,,,Enabled,"Buttery and floral notes, soothing and fragrant with a hint of bitterness ",Taxable Goods,Gold,,,25/07/2013 10:23:00,pink-rose-marigold,pink-rose-marigold.html,Not Visible Individually,20,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,0,1,0,0,,,ART0003,,ART0003,,,,,,,,,,,,88,,,1,0
GOUR0049-02,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:13:00,,,,,test description,,1,"Butter cookies, cream cakes, pistachio desserts, turkish delight",,,0,,,Herbal Tisane of Moroccan pink rose and Egyptian Marigold blossoms.,,,,,,,,,Use config,Use config,Pink Rose & Marigold (100 gr),,,A marriage of the scents we love most - fresh flowers and creamy butter.,Block after Info Column,Mixed origins,,25,0,test description,,,,,,Enabled,"Buttery and floral notes, soothing and fragrant with a hint of bitterness ",Taxable Goods,Gold,,,25/07/2013 10:23:00,pink-rose-marigold,pink-rose-marigold-2242.html,Not Visible Individually,110,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,0,1,0,0,,,ART0003,,ART0003,,,,,,,,,,,,88,,,1,0
GOUR0049-03,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:13:00,,,,,test description,,1,"Butter cookies, cream cakes, pistachio desserts, turkish delight",,,0,,,Herbal Tisane of Moroccan pink rose and Egyptian Marigold blossoms.,,,,,,,,,Use config,Use config,Pink Rose & Marigold (50 gr),,,A marriage of the scents we love most - fresh flowers and creamy butter.,Block after Info Column,Mixed origins,,12.5,0,test description,,,,,,Enabled,"Buttery and floral notes, soothing and fragrant with a hint of bitterness ",Taxable Goods,Gold,,,28/01/2014 02:31:00,pink-rose-marigold,pink-rose-marigold-2243.html,Not Visible Individually,50,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,ART0003,,ART0003,,,,,,,,,,,,88,,,1,0
GOUR0049,,Default,grouped,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:13:00,,,,,test description,No,1,"Butter cookies, cream cakes, pistachio desserts, turkish delight",,,0,,,Herbal Tisane of Moroccan pink rose and Egyptian Marigold blossoms.,,,,,,,,,,,Pink Rose & Marigold Herbal Tisane Tea,,,A marriage of the scents we love most - fresh flowers and creamy butter.,Block after Info Column,Mixed origins,,,0,test description,,,,,,Enabled,"Buttery and floral notes, soothing and fragrant with a hint of bitterness ",None,Gold,,,08/01/2015 04:28:00,pink-rose-marigold,pink-rose-marigold-2244.html,"Catalog, Search",,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,0,0,1,0,1,0,0,,,ART0003,0,ART0003,0,GOUR0049-02,0,2,,,,,,,,88,,,1,0
GOUR0050-01,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:13:00,,,,,test description,No,1,"Apple pastries, spicy chocolate, tea cakes",,,0,,,"Herbal tisane with cocoa, camomile, shiso leaves, fennel seeds.",,,,,,,,,Use config,Use config,Sensuale (10 gr),,,"Gentle and calming, dissipating any traces of stress. A nourishing brew you truly deserve after a long day. ",Block after Info Column,Mixed origins,,5,0,test description,,,,,,Disabled,"Floral notes and herbaceous notes of straw, with a mild sweetness. Rich mouth feel.",Taxable Goods,Deep gold,,,08/01/2015 04:25:00,sensuale,sensuale.html,Not Visible Individually,20,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,ART0007,,ART0007,,,,,,,,,,,,88,,,1,0
GOUR0050-02,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:13:00,,,,,test description,,1,"Apple pastries, spicy chocolate, tea cakes",,,0,,,"Herbal tisane with cocoa, camomile, shiso leaves, fennel seeds.",,,,,,,,,Use config,Use config,Sensuale (100 gr),,,"Gentle and calming, dissipating any traces of stress. A nourishing brew you truly deserve after a long day. ",Block after Info Column,Mixed origins,,18,0,test description,,,,,,Enabled,"Floral notes and herbaceous notes of straw, with a mild sweetness. Rich mouth feel.",Taxable Goods,Deep gold,,,28/01/2014 04:48:00,sensuale,sensuale-2253.html,Not Visible Individually,110,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,ART0007,,ART0007,,,,,,,,,,,,88,,,1,0
GOUR0050-03,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:13:00,,,,,test description,,1,"Apple pastries, spicy chocolate, tea cakes",,,0,,,"Herbal tisane with cocoa, camomile, shiso leaves, fennel seeds.",,,,,,,,,Use config,Use config,Sensuale (50 gr),,,"Gentle and calming, dissipating any traces of stress. A nourishing brew you truly deserve after a long day. ",Block after Info Column,Mixed origins,,9,0,test description,,,,,,Enabled,"Floral notes and herbaceous notes of straw, with a mild sweetness. Rich mouth feel.",Taxable Goods,Deep gold,,,28/01/2014 02:31:00,sensuale,sensuale-2254.html,Not Visible Individually,50,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,ART0007,,ART0007,,,,,,,,,,,,88,,,1,0
GOUR0050,,Default,grouped,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:13:00,,,,,test description,No,1,"Apple pastries, spicy chocolate, tea cakes",,,0,,,"Herbal tisane with cocoa, camomile, shiso leaves, fennel seeds.",,,,,,,,,,,Sensuale Herbal Tisane Tea,,,"Gentle and calming, dissipating any traces of stress. A nourishing brew you truly deserve after a long day. ",Block after Info Column,Mixed origins,,,0,test description,,,,,,Enabled,"Floral notes and herbaceous notes of straw, with a mild sweetness. Rich mouth feel.",None,Deep gold,,,08/01/2015 04:26:00,sensuale,sensuale-2255.html,"Catalog, Search",,0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,ART0007,0,ART0007,0,GOUR0050-02,0,2,,,,,,,,88,,,1,0
GOUR0051-01,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:13:00,,,,,test description,No,1,"Roast chicken, berry pastries, Gruyere cheese",,,0,,,"Blend of orange peel, chamomile, hibiscus, lemongrass and blueberry. ",,,,,,,,,Use config,Use config,Swiss Berry Herbs (10 gr),,,Embrace the summer breeze bringing wafts of herbal and floral fragrances in rolling meadows of green.,Block after Info Column,Mixed Origins,,5,0,test description,,,,,,Disabled,"Floral, slightly herbal fragrance. Top notes of blueberry with mid notes of lemongrass and a sweet licorice end note. ",Taxable Goods,Deep pink,,,08/01/2015 05:30:00,swiss-berry-herbs,swiss-berry-herbs.html,Not Visible Individually,20,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GOUR0046,,GOUR0046,,,,,,,,,,,,88,,,1,0
GOUR0051-02,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:14:00,,,,,test description,,1,"Roast chicken, berry pastries, Gruyere cheese",,,0,,,"Blend of orange peel, chamomile, hibiscus, lemongrass and blueberry. ",,,,,,,,,Use config,Use config,Swiss Berry Herbs (100 gr),,,Embrace the summer breeze bringing wafts of herbal and floral fragrances in rolling meadows of green.,Block after Info Column,Mixed Origins,,18,0,test description,,,,,,Enabled,"Floral, slightly herbal fragrance. Top notes of blueberry with mid notes of lemongrass and a sweet licorice end note. ",Taxable Goods,Deep pink,,,28/01/2014 04:50:00,swiss-berry-herbs,swiss-berry-herbs-2250.html,Not Visible Individually,110,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GOUR0046,,GOUR0046,,,,,,,,,,,,88,,,1,0
GOUR0051-03,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:14:00,,,,,test description,,1,"Roast chicken, berry pastries, Gruyere cheese",,,0,,,"Blend of orange peel, chamomile, hibiscus, lemongrass and blueberry. ",,,,,,,,,Use config,Use config,Swiss Berry Herbs (50 gr),,,Embrace the summer breeze bringing wafts of herbal and floral fragrances in rolling meadows of green.,Block after Info Column,Mixed Origins,,9,0,test description,,,,,,Enabled,"Floral, slightly herbal fragrance. Top notes of blueberry with mid notes of lemongrass and a sweet licorice end note. ",Taxable Goods,Deep pink,,,28/01/2014 02:31:00,swiss-berry-herbs,swiss-berry-herbs-2251.html,Not Visible Individually,50,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GOUR0046,,GOUR0046,,,,,,,,,,,,88,,,1,0
GOUR0051,,Default,grouped,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:14:00,,,,,test description,No,1,"Roast chicken, berry pastries, Gruyere cheese",,,0,,,"Blend of orange peel, chamomile, hibiscus, lemongrass and blueberry. ",,,,,,,,,,,Swiss Berry Herbs Herbal Tisane Tea,,,"Embrace the summer breeze with a cup of Swiss Berry Herbs Tea, a naturally caffeine free tea with wafts of herbal and floral fragrances to help nourish the body and clear the mind. Sit back, relax and imagine yourself rolling in meadows of green while enjoying all the goodness of this fine herb flavour. 

Packed with the healthy benefits of hibiscus flower and orange peel, this tea helps to strengthen the immune system with its rich source of Vitamin C and antioxidants. So sit back and enjoy all the goodness it has to offer. 
",Block after Info Column,Mixed Origins,,,0,test description,,,,,,Enabled,"Floral, slightly herbal fragrance. Top notes of blueberry with mid notes of lemongrass and a sweet licorice end note. ",None,,,,08/01/2015 05:30:00,swiss-berry-herbs,swiss-berry-herbs-2252.html,"Catalog, Search",,0,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GOUR0050,0,GOUR0050,0,GOUR0051-02,0,2,,,,,,,,88,,,1,0
GOUR0052-01,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:14:00,,,,,test description,,1,"Smoked duck, blue cheese, goat's cheese, carrot cake, chocolate muffins",,,0,,,"A soothing blend of rosehips, orange peel, marigold, lemongrass, apple and mint.",,,,,,,,,Use config,Use config,Blood Orange (10 gr),,,Highly rejuvenating and exciting cocktail of tangy fruits filled with antioxidants. Recommended as an iced tea.,Block after Info Column,Mixed origins,,5,0,test description,,,,,,Enabled,"Peely, citrus top notes with mid notes of fresh, zesty orange and a slightl menthol finish. ",Taxable Goods,Gold,,,25/07/2013 10:23:00,blood-orange,blood-orange.html,Not Visible Individually,20,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,0,1,0,0,,,ART0008,,ART0008,,,,,,,,,,,,88,,,1,0
GOUR0052-02,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:14:00,,,,,test description,,1,"Smoked duck, blue cheese, goat's cheese, carrot cake, chocolate muffins",,,0,,,"A soothing blend of rosehips, orange peel, marigold, lemongrass, apple and mint.",,,,,,,,,Use config,Use config,Blood Orange (100 gr),,,Highly rejuvenating and exciting cocktail of tangy fruits filled with antioxidants. Recommended as an iced tea.,Block after Info Column,Mixed origins,,16,0,test description,,,,,,Enabled,"Peely, citrus top notes with mid notes of fresh, zesty orange and a slightl menthol finish. ",Taxable Goods,Gold,,,28/01/2014 04:27:00,blood-orange,blood-orange-2250.html,Not Visible Individually,110,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,ART0008,,ART0008,,,,,,,,,,,,88,,,1,0
GOUR0052-03,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:14:00,,,,,test description,,1,"Smoked duck, blue cheese, goat's cheese, carrot cake, chocolate muffins",,,0,,,"A soothing blend of rosehips, orange peel, marigold, lemongrass, apple and mint.",,,,,,,,,Use config,Use config,Blood Orange (50 gr),,,Highly rejuvenating and exciting cocktail of tangy fruits filled with antioxidants. Recommended as an iced tea.,Block after Info Column,Mixed origins,,8,0,test description,,,,,,Enabled,"Peely, citrus top notes with mid notes of fresh, zesty orange and a slightl menthol finish. ",Taxable Goods,Gold,,,28/01/2014 02:31:00,blood-orange,blood-orange-2251.html,Not Visible Individually,50,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,ART0008,,ART0008,,,,,,,,,,,,88,,,1,0
GOUR0052,,Default,grouped,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:14:00,,,,,test description,No,1,"Smoked duck, blue cheese, goat's cheese, carrot cake, chocolate muffins",,,0,,,"A soothing blend of rosehips, orange peel, marigold, lemongrass, apple and mint.",,,,,,,,,,,Blood Orange,,,Highly rejuvenating and exciting cocktail of tangy fruits filled with antioxidants. Recommended as an iced tea.,Block after Info Column,Mixed origins,,,0,test description,,,,,,Disabled,"Peely, citrus top notes with mid notes of fresh, zesty orange and a slightl menthol finish. ",None,Gold,,,07/01/2015 09:13:00,blood-orange,blood-orange-2252.html,"Catalog, Search",,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,0,0,1,0,1,0,0,,,GOUR0028,0,GOUR0028,0,GOUR0052-01,0,1,,,,,,,,88,,,1,0
GOUR0053-01,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:14:00,,,,,test description,No,1,"Creamy desserts like panna cotta or cream cakes, scones. ",,,0,,,"Fruit tisane of blueberries, apples, flowers and yoghurt. Best served cold and with sugar.",,,,,,,,,Use config,Use config,Blueberry Yoghurt (10 gr),,,"A refreshing fruity treat, balanced by the richness of yoghurt. Perfect for a relaxing afternoon.",Block after Info Column,Mixed origins,,5,0,test description,,,,,,Disabled,Tart notes of blueberries accompanied by a floral aroma and a creamy finish.,Taxable Goods,Deep Pink,,,07/01/2015 09:17:00,blueberry-yoghurt,blueberry-yoghurt.html,Not Visible Individually,20,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GOUR0035,,GOUR0035,,,,,,,,,,,,88,,,1,0
GOUR0053-02,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:14:00,,,,,test description,No,1,"Creamy desserts like panna cotta or cream cakes, scones. ",,,0,,,"Fruit tisane of blueberries, apples, flowers and yoghurt. Best served cold and with sugar.",,,,,,,,,In Cart,Use config,Blueberry Yoghurt (100 gr),,,"A refreshing fruity treat, balanced by the richness of yoghurt. Perfect for a relaxing afternoon.",Block after Info Column,Mixed origins,,16,0,test description,,,09/01/2015 00:00:00,,,Enabled,Tart notes of blueberries accompanied by a floral aroma and a creamy finish.,Taxable Goods,Deep Pink,,,24/02/2015 08:02:00,blueberry-yoghurt,blueberry-yoghurt-2301.html,Not Visible Individually,110,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GOUR0035,,GOUR0035,,,,,,,,,,,,88,,,1,0
GOUR0053-03,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,22/09/2012 12:14:00,,,,,test description,No,1,"Creamy desserts like panna cotta or cream cakes, scones. ",,,0,,,"Fruit tisane of blueberries, apples, flowers and yoghurt. Best served cold and with sugar.",,,,,,,,,Use config,Use config,Blueberry Yoghurt (50 gr),,,"A refreshing fruity treat, balanced by the richness of yoghurt. Perfect for a relaxing afternoon.",Block after Info Column,Mixed origins,,8,0,test description,,,09/01/2015 00:00:00,,,Enabled,Tart notes of blueberries accompanied by a floral aroma and a creamy finish.,Taxable Goods,Deep Pink,,,24/02/2015 08:02:00,blueberry-yoghurt,blueberry-yoghurt-2302.html,Not Visible Individually,50,99,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,GOUR0035,,GOUR0035,,,,,,,,,,,,88,,,1,0
